231eb4ad-d0e8-4e94-a552-f8bd2358a47a,0b248202-12a9-405b-acd1-4ab8250e4198,solve the linear equation: _______ solve the linear equation: [1/2] please write your answer fraction.,then _______ then [1/5]. &nbsp;please write your answer fraction.,0.853307879271244,0.01814292653505423
0b248202-12a9-405b-acd1-4ab8250e4198,2ee6f80f-0851-4cfa-b4bf-2655e9c46ab7,then _______ then [1/5]. &nbsp;please write your answer fraction.,solve the linear equation: _______ solve the linear equation: [2],0.5063059576613479,0.3060081749199415
2ee6f80f-0851-4cfa-b4bf-2655e9c46ab7,81c6995c-dd95-418e-a8c4-c22d8ccd32e9,solve the linear equation: _______ solve the linear equation: [2],solve the linear equation: _______ solve the linear equation: [-18],1.0,0.0
81c6995c-dd95-418e-a8c4-c22d8ccd32e9,15a464a4-a2d8-41dd-b00e-ff7fea0aa720,solve the linear equation: _______ solve the linear equation: [-18],then _______ then [-4],0.13326799744360765,0.0
1b922fae-619f-4f52-9551-663b3206e4e5,8b9c50e6-e568-48f7-afee-91f46c8fb523,lesson i'll say addition subtraction sentence. you say the answer. sevenths seventh.,subtracting fractions from whole numbers i'll say subtraction sentence. you say the subtraction sentence with the answer. half.,0.741924817064156,0.21657524665486327
8b9c50e6-e568-48f7-afee-91f46c8fb523,0882e4d2-a8c8-4ec4-b3f2-513dd9dd1930,subtracting fractions from whole numbers i'll say subtraction sentence. you say the subtraction sentence with the answer. half.,adding and subtracting fractions with like units this fluency activity reviews adding and subtracting like units mentally.,0.6477147376915198,0.3233246627584988
0882e4d2-a8c8-4ec4-b3f2-513dd9dd1930,0598accc-df55-4f03-9bb3-09bdd9a4acc6,adding and subtracting fractions with like units this fluency activity reviews adding and subtracting like units mentally.,application problem talk with your partner for seconds about strategies.,0.4634744196410695,0.306073036707322
0598accc-df55-4f03-9bb3-09bdd9a4acc6,8587312a-fd96-4256-928b-230462bbc65d,application problem talk with your partner for seconds about strategies.,lesson 11: concept development tell your partner how you might solve it.,0.770610957113427,0.4599097837605052
8587312a-fd96-4256-928b-230462bbc65d,b5597241-7c75-489f-8bb1-cb8693cf5465,lesson 11: concept development tell your partner how you might solve it.,lesson 11: student debrief subtract fractions making like units numerically.,0.8837460964316747,0.42388098348992065
19403f29-1e4c-4204-88c3-45f0669120a3,9478385a-246f-4f86-8ea3-834fabe93d80,lesson decompose fractions into sums smaller unit fractions using tape diagrams.,break apart fractions this fluency activity reviews lesson,0.6897610500729837,0.15188499514686518
9478385a-246f-4f86-8ea3-834fabe93d80,b0320359-87f5-4697-be03-554ab72ad377,break apart fractions this fluency activity reviews lesson,count equivalent fractions this fluency activity prepares students for lesson,0.8909511958762932,0.2084366021322508
