
0008d66a-753f-4639-8634-81bb3abb3269,0008d66a-753f-4639-8634-81bb3abb3269,1,2,231eb4ad-d0e8-4e94-a552-f8bd2358a47a,0b248202-12a9-405b-acd1-4ab8250e4198,solve the linear equation: _______ solve the linear equation: [1/2] please write your answer fraction.,then _______ then [1/5]. &nbsp;please write your answer fraction.,0.8517262808767337,0.024554009068571886
0008d66a-753f-4639-8634-81bb3abb3269,0008d66a-753f-4639-8634-81bb3abb3269,2,3,0b248202-12a9-405b-acd1-4ab8250e4198,2ee6f80f-0851-4cfa-b4bf-2655e9c46ab7,then _______ then [1/5]. &nbsp;please write your answer fraction.,solve the linear equation: _______ solve the linear equation: [2],0.4844604328161475,0.33295434849889405
0008d66a-753f-4639-8634-81bb3abb3269,0008d66a-753f-4639-8634-81bb3abb3269,3,4,2ee6f80f-0851-4cfa-b4bf-2655e9c46ab7,81c6995c-dd95-418e-a8c4-c22d8ccd32e9,solve the linear equation: _______ solve the linear equation: [2],solve the linear equation: _______ solve the linear equation: [-18],1.0,0.0
0008d66a-753f-4639-8634-81bb3abb3269,0008d66a-753f-4639-8634-81bb3abb3269,4,5,81c6995c-dd95-418e-a8c4-c22d8ccd32e9,15a464a4-a2d8-41dd-b00e-ff7fea0aa720,solve the linear equation: _______ solve the linear equation: [-18],then _______ then [-4],0.0,0.0
001bf2c6-8ede-478a-9b8b-d7750488cb1b,001bf2c6-8ede-478a-9b8b-d7750488cb1b,1,2,1b922fae-619f-4f52-9551-663b3206e4e5,8b9c50e6-e568-48f7-afee-91f46c8fb523,lesson i'll say addition subtraction sentence. you say the answer. sevenths seventh.,subtracting fractions from whole numbers i'll say subtraction sentence. you say the subtraction sentence with the answer. half.,0.7430308313786816,0.21910878336190331
001bf2c6-8ede-478a-9b8b-d7750488cb1b,001bf2c6-8ede-478a-9b8b-d7750488cb1b,2,3,8b9c50e6-e568-48f7-afee-91f46c8fb523,0882e4d2-a8c8-4ec4-b3f2-513dd9dd1930,subtracting fractions from whole numbers i'll say subtraction sentence. you say the subtraction sentence with the answer. half.,adding and subtracting fractions with like units this fluency activity reviews adding and subtracting like units mentally.,0.6460993408740688,0.3186443270751852
001bf2c6-8ede-478a-9b8b-d7750488cb1b,001bf2c6-8ede-478a-9b8b-d7750488cb1b,3,4,0882e4d2-a8c8-4ec4-b3f2-513dd9dd1930,0598accc-df55-4f03-9bb3-09bdd9a4acc6,adding and subtracting fractions with like units this fluency activity reviews adding and subtracting like units mentally.,application problem talk with your partner for seconds about strategies.,0.46101191315256185,0.3071911641162539
001bf2c6-8ede-478a-9b8b-d7750488cb1b,001bf2c6-8ede-478a-9b8b-d7750488cb1b,4,5,0598accc-df55-4f03-9bb3-09bdd9a4acc6,8587312a-fd96-4256-928b-230462bbc65d,application problem talk with your partner for seconds about strategies.,lesson 11: concept development tell your partner how you might solve it.,0.7744191395102837,0.45528123004777693
001bf2c6-8ede-478a-9b8b-d7750488cb1b,001bf2c6-8ede-478a-9b8b-d7750488cb1b,5,6,8587312a-fd96-4256-928b-230462bbc65d,b5597241-7c75-489f-8bb1-cb8693cf5465,lesson 11: concept development tell your partner how you might solve it.,lesson 11: student debrief subtract fractions making like units numerically.,0.8803428017879762,0.42281739165417415
00209d65-4e2f-4649-be25-c4731794be6f,00209d65-4e2f-4649-be25-c4731794be6f,1,2,19403f29-1e4c-4204-88c3-45f0669120a3,9478385a-246f-4f86-8ea3-834fabe93d80,lesson decompose fractions into sums smaller unit fractions using tape diagrams.,break apart fractions this fluency activity reviews lesson,0.6802283203779435,0.1586287199132629
